PMID,DB.ID,REF.SENTENCE,ASSOCIATION.CLASS
10430506,id177235,"In a series of sibpairs with late onset Alzheimer's disease, we have examined the segregation of the loci involved in the early onset, autosomal dominant form of the disorder by using flanking microsatellite repeat markers: thus we have used APP-PCR3 and D21S210 to examine the segregation of the amyloid-beta precursor protein (APP) gene, the markers DI 4S77 and D14S284 to examine the segregation of the presenilin 1 (PSI) gene and the markers D1S227, D1S249 and D1S419 to examine the segregation of presenilin 2 (PS2).",X
19046405,id177236,These data have important implications for understanding how WD may potentially contribute to brain dysfunction and the development of neurodegenerative disorders such as Alzheimer's disease.,A
25832660,id177237,"The frequency of tau proteinopathy, brain TDP-43 inclusions, and pathologic findings of Alzheimer disease (AD) were examined in ALS cases with head injury compared to cases without.",X
19572947,id177238,Dementia is relatively frequent in ALS and may be a consequence of either FTLD or result from co-existing Alzheimer disease.,A
8358516,id177239,These observations indicate that there may be important factor(s) responsible for the difference in the deposition and distribution of amyloid beta/A4 protein and MAP-tau between Pacific ALS and PD and Alzheimer disease.,A
1347220,id177240,"Several neurotransmitter markers were investigated in the cerebrospinal fluid (CSF) from patients with Alzheimer's disease (AD) (n = 27), Parkinson's disease (PD) (n = 35) and ALS (n = 26) and from control subjects (n = 34) to compare the possible alterations in the biochemical profiles of these different neurodegenerative diseases.",X
6088207,id177241,"Deficits in the supply or utilization of similar factors may underlie neuronal or glial regressive processes in aging, and in selected neuronal diseases such as Parkinson, ALS and Alzheimer.",A
21659953,id177242,"Furthermore, we propose that genomic deletions encompassing the final exon of SPAST may affect expression of SLC30A6, the most proximal downstream locus and a gene that has been implicated in the pathogenesis of Alzheimer disease, potentially explaining recent reports of dementia in selected SPG4 patients.",A
17316167,id177243,"Since these functions of OPN, and the events that it regulates, are involved with neurodegeneration, we examined whether OPN was differentially expressed in the hippocampus of the Alzheimer's disease (AD) compared with age-matched (59-93 years) control brain.",X
34894605,id177244,"Here we examined the relationship of visual imagery to STM and hippocampal and primary visual cortex volumes, first in a large sample of healthy people across a large age range (N = 229 behavioural data; N = 56 MRI data in older participants) and then in patients with Alzheimer's disease and Parkinson's disease (N = 19 in each group compared to 19 age-matched healthy controls).",X
22686353,id177245,"The aim of this study was to explore the effect of response modality on verbal STM performance in individuals with dementia of the Alzheimer Type (DAT), and its relationship with the patients' word-processing deficits.",X
31511349,id177246,"Our findings underscore the divergent effects of Aβ and cerebrovascular burden on longitudinal FC changes in the DMN and ECN in the predementia stage, which reflect the underlying pathology and may be used to track early changes in Alzheimer disease and cerebrovascular disease.",A
31282419,id177247,"Although previous studies have investigated the effects of the apolipoprotein E (APOE) ɛ4 genotype on the default mode network (DMN) in the Alzheimer's disease (AD) spectrum, it is still unclear how the APOE genotype regulates the DMN and subsequently affects cognitive decline in the AD spectrum.",X
29758374,id177248,"We investigated contributions of white matter (WM) microstructure, WM hyperintensities (WMH) and Alzheimer's pathology to age-related alterations in DMN function.",X
28598839,id177249,"We used resting-state functional magnetic resonance imaging to investigate the functional connectivity strength across five DMN nodes in 25 healthy controls (HC), 28 subjective cognitive decline (SCD) participants, and 25 prodromal Alzheimer's disease (AD) patients.",X
28375076,id177250,"We found that the main connectivity abnormalities in those with Alzheimer disease occurred between the DMN and task-positive networks: these patients presented not only a decreased anticorrelation between some regions, but also an inversion of the correlation signal (positive correlation instead of anticorrelation).",Y
26088974,id177251,"Moreover, given the link between DMN functionality and Alzheimer's symptomatology in chromosomally typical populations, future DS studies may benefit from focusing on the cortex in DMN regions, as such investigations may provide clues to the precocious onset of Alzheimer's disease in this at-risk group.",A
23884042,id177252,"These findings suggest that DMN fcMRI may prove useful as a biomarker across a wide spectrum of disease, and support the feasibility of DMN fcMRI as a secondary endpoint in upcoming multicenter clinical trials in Alzheimer disease.",A
23874766,id177253,"To examine whether the cortical activities in DMN regions show significant difference between mild AD from mild cognitive impairment (MCI), electrophysiological responses were analyzed from 21 mild Alzheimer's disease (AD) and 21 mild cognitive impairment (MCI) patients during an eyes closed, resting-state condition.",X
29516269,id177254,"We studied the effect of two rare mutations (rs144662445 and rs149979685) in the A-kinase anchoring protein 9 (AKAP9) gene, previously associated with Alzheimer disease (AD) in African Americans (AA), on post-translational modifications of AD-related pathogenic molecules, amyloid precursor protein (APP) and microtubule-associated protein Tau using lymphoblastoid cell lines (LCLs) from 11 AA subjects with at least one AKAP9 mutation and 17 AA subjects lacking these mutations.",X
26289409,id177255,"Genotype analysis of A2M gene showed a significant positive correlation between A2M AA genotype and the AD patients (sporadic Alzheimer's disease (SAD) and FAD) (P = 0.001, RR = 1.56), proposing it as a possible risk factor for AD.",Y
9125424,id177256,We have investigated immunohistochemically the expression of TLN in human brain tissue from control subjects and patients with Alzheimer's disease (AD).,X
15138623,id177257,"Because cardiovascular disorders are recognized risk factors for dementia, the study of OPG as a disease marker in vascular dementia (VaD) and Alzheimer's disease (AD) seemed worthy of investigation.",X
29710700,id177258,"Vascular endothelial growth factor (VEGF) is an angioneurin involved in the regulation of vascular and neural functions relevant for the pathophysiology of Alzheimer's disease (AD), but the influence of AD severity and ApoE4 status on circulating VEGF and its relationship with cognition has not been investigated.",X
24845858,id177259,"As VEGF is an important endothelial growth factor involved in vascular remodeling, angiogenesis, and endothelial/blood brain barrier maintenance, its reduced expression in Alzheimer's disease is evidence for altered capillary function in this disease, which may be contributory to its pathogenesis by altering beta amyloid handling and efflux.",A
19589380,id177260,"The data demonstrate that VEGF may affect APP processing, at least in vitro, suggesting a role of VEGF in the pathogenesis of Alzheimer's disease.",A
15732116,id177261,"To investigate this possible association, we screened the VEGF gene promoter for various well-known single-nucleotide polymorphisms in a series of 249 consecutively recruited Italian patients with sporadic Alzheimer's disease (AD).",X
28035932,id177262,To examine the association between VRF and cognitive decline in patients with Alzheimer's disease (AD) and Lewy body dementia (LBD).,X
21490316,id177263,The aim of this study was to investigate the impact of VRF on the conversion from mild cognitive impairment (MCI) to Alzheimer disease (AD) dementia.,X
33725642,id177264,The destabilization of the protofibrils by the THC molecules leads to the conclusion that THC molecules may be considered for the therapy in treating Alzheimer's disease.,A
9030704,id177265,The isoform-specific binding of NAC to apoE may thus play an important role in amyloidogenesis and in the sequestering of apoE in senile plaques during the progress of Alzheimer's disease.,A
